false,,Name,Length (mm),Width (mm),Height (mm),Weight (g),Shape,Hump placement,Front flare,Side curvature,Hand compatibility,Thumb rest,Ring finger rest,Material,Connectivity,Sensor,Sensor technology,Sensor position,DPI,Polling rate,Tracking speed (IPS),Acceleration (G),Side buttons,Middle buttons
false,3,Corsair Dark Core RGB Pro SE,127.0,81.0,43.0,137.0,Ergonomic,Center,Inward - slight,Flat,Right,Yes,No,Plastic,Wireless,PixArt PAW3392,Optical,Front - moderate (59%),18000,2000,400,40,2,1
false,,SteelSeries Kinzu v3,117.0,63.5,35.4,77.0,Symmetrical,Back - minimal,Flat,Inward,Ambidextrous,No,No,Plastic,Wired,Avago A3050,Optical,Centered (48%),2000,1000,60,20,0,1
false,1,SteelSeries Rival 300,133.0,70.0,45.0,130.0,Ergonomic,Back - minimal,Outward - moderate,Flat,Right,No,No,Plastic,Wired,PixArt PMW3310,Optical,Centered (51%),6500,1000,130,30,2,1
false,2,Xtrfy M42 Wireless,118.0,63.0,38.0,67.0,Symmetrical,Back - moderate,Outward - slight,Flat,Right,No,No,Plastic,Wireless,PixArt PAW3370,Optical,Centered (51%),19000,1000,400,50,2,1
false,1,Logitech MX Anywhere,100.5,65.0,34.4,99.0,Symmetrical,Back - minimal,Inward - slight,Inward,Right,No,No,Plastic,Wireless,Logitech Darkfield,Laser,Back - minimal (44%),1000,125,-,-,2,1
false,1,Ninjutso Sora,120.8,64.5,37.3,43.0,Symmetrical,Back - moderate,Outward - slight,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - moderate (56%),26000,1000,650,50,2,0
false,3,G-Wolves HTS Plus 4K,117.0,61.0,40.0,49.0,Symmetrical,Back - minimal,Outward - slight,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3399,Optical,Front - moderate (58%),20000,4000,650,50,2,1
false,,Midnight Thread C1,118.0,70.0,37.0,48.0,Symmetrical,Back - moderate,Outward - moderate,Flat,Ambidextrous,No,No,Carbon fiber,Wireless,PixArt PAW3395,Optical,-,32000,1000,650,50,0,0
false,1,Nixeus Revel,125.6,67.5,39.0,85.0,Symmetrical,Back - minimal,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3360,Optical,Centered (52%),12000,1000,250,50,2,1
false,6,LAMZU Atlantis Mini,116.9,63.1,37.0,49.0,Symmetrical,Back - moderate,Outward - slight,Inward - aggressive,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - minimal (55%),19000,1000,650,50,2,0
false,,Vancer Gemini Castor,120.7,60.9,36.5,52.0,Symmetrical,Center,Outward - moderate,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - minimal (53%),26000,1000,650,50,2,1
false,1,Vancer Gemini Pollux,119.3,64.4,38.4,52.0,Ergonomic,Center,Outward - moderate,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - moderate (56%),26000,1000,650,50,2,1
false,2,Finalmouse Starlight-12 Small,115.6,60.0,35.2,42.0,Symmetrical,Center,Outward - moderate,Inward,Right,No,No,Magnesium (metal),Wireless,PixArt PAW3370,Optical,Centered (50%),20000,1000,400,50,2,1
false,1,HK Gaming Sirius M,121.7,61.7,37.8,54.0,Symmetrical,Center,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3360,Optical,Centered (50%),12000,1000,250,50,2,1
false,,Atompalm Hydrogen,123.8,64.5,39.5,48.0,Symmetrical,Back - moderate,Outward - aggressive,Flat,Right,No,No,Plastic,Wired,PixArt PMW3360,Optical,Centered (52%),12000,8000,250,50,2,1
false,1,Fantech X11 Daredevil,130.0,75.0,42.0,123.0,Ergonomic,Center,Flat,Flat,Right,Yes,No,Plastic,Wired,PixArt PMW3325,Optical,Centered (48%),8000,1000,100,20,3,2
false,3,Delux M800 Pro,124.0,64.0,38.0,70.0,Symmetrical,Back - minimal,Outward - moderate,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3370,Optical,Front - minimal (54%),19000,1000,400,50,2,1
false,2,Logitech M510,120.0,65.0,41.0,129.0,Symmetrical,Back - minimal,Outward - aggressive,Inward,Right,No,No,Plastic,Wireless,-,-,Front - aggressive (61%),1000,125,-,-,2,0
false,,CryoMods Fractal Wireless,116.0,61.0,36.0,64.0,Symmetrical,Back - moderate,Outward - slight,Flat,Right,No,No,Plastic,Wireless,Logitech HERO 12K,Optical,-,12000,1000,400,40,2,0
false,3,Logitech G502 X Plus,131.4,79.2,41.1,106.0,Ergonomic,Center,Flat,Inward,Right,Yes,No,Plastic,Wireless,Logitech HERO 25K,Optical,-,25600,1000,400,40,3,2
false,3,Logitech G502 X Lightspeed,131.4,79.2,41.1,100.0,Ergonomic,Center,Flat,Inward,Right,Yes,No,Plastic,Wireless,Logitech HERO 25K,Optical,-,25600,1000,400,40,3,2
false,2,Finalmouse Starlight-12 Medium,121.3,62.0,37.0,47.0,Symmetrical,Center,Outward - moderate,Inward,Right,No,No,Magnesium (metal),Wireless,PixArt PAW3370,Optical,Centered (50%),20000,1000,400,50,2,1
false,3,Logitech G502 X,131.4,79.2,41.1,89.0,Ergonomic,Center,Flat,Inward,Right,Yes,No,Plastic,Wired,Logitech HERO 25K,Optical,-,25600,1000,400,40,3,2
false,1,Microsoft Sidewinder X8,125.6,78.8,42.0,145.0,Ergonomic,Back - moderate,Flat,Flat,Right,No,Yes,Plastic,Wireless,Microsoft BlueTrack,Optical,Back - minimal (45%),4000,500,120,75,4,4
false,1,Razer Basilisk,123.0,72.0,42.0,110.0,Ergonomic,Back - minimal,Flat,Flat,Right,Yes,No,Plastic,Wired,Razer Razer 5G,Optical,Centered (47%),16000,1000,450,50,3,2
false,2,Logitech M185,99.0,60.0,39.0,74.0,Symmetrical,Back - moderate,Outward - moderate,Inward,Ambidextrous,No,No,Plastic,Wireless,-,-,Centered (49%),1000,125,-,-,0,0
false,2,Logitech M280,105.4,67.9,38.4,91.0,Ergonomic,Back - minimal,Inward - slight,Inward,Right,Yes,No,Plastic,Wireless,PixArt 1855,Optical,Centered (49%),1000,130,-,-,0,0
false,2,Lethal Gaming Gear LA-1,122.0,63.0,38.0,52.0,Symmetrical,Back - moderate,Flat,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Centered (52%),26000,1000,650,50,2,0
false,2,Logitech M187,81.9,49.4,31.8,52.0,Symmetrical,Back - minimal,Outward - slight,Inward,Ambidextrous,No,No,Plastic,Wireless,Logitech VB010411,Optical,Back - moderate (42%),1000,125,-,-,0,0
false,1,Logitech M238,95.0,55.0,38.0,84.0,Symmetrical,Back - minimal,Outward - moderate,Inward,Ambidextrous,No,No,Plastic,Wireless,Logitech VB010411,Optical,Centered (47%),1000,125,-,-,0,0
false,3,Razer Basilisk V3 Pro,130.0,75.0,42.0,112.0,Ergonomic,Back - minimal,Flat,Flat,Right,Yes,No,Plastic,Wireless,Razer Focus Pro 30K,Optical,Back - minimal (46%),30000,1000,750,70,3,2
false,2,Delux M700,128.2,67.0,38.7,67.0,Symmetrical,Center,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3389,Optical,Centered (52%),16000,1000,400,50,2,2
false,2,Zowie S2-C,120.0,64.2,38.1,69.0,Symmetrical,Back - moderate,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3360,Optical,Front - minimal (54%),3200,1000,250,50,2,0
false,1,HyperX Pulsefire Raid,127.8,71.0,41.5,95.0,Ergonomic,Back - minimal,Outward - aggressive,Inward,Right,No,No,Plastic,Wired,PixArt PMW3389,Optical,Centered (52%),16000,1000,400,50,5,1
false,3,Fantech Helios XD3,120.0,64.0,38.3,83.0,Symmetrical,Back - moderate,Outward - slight,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3335,Optical,Front - minimal (54%),16000,1000,400,40,2,1
false,2,Logitech G100s,117.0,63.0,37.0,111.0,Symmetrical,Back - minimal,Inward - slight,Inward,Ambidextrous,No,No,Plastic,Wired,Avago AM010,Optical,Centered (49%),2500,500,120,20,0,1
false,2,ASUS ROG Spatha,137.0,89.0,45.0,168.0,Ergonomic,Back - minimal,Outward - slight,Flat,Right,Yes,Yes,Plastic,Wired,Avago ADNS-A9800,Optical,Centered (50%),8200,2000,150,30,6,1
false,1,Gamesense MVP Wired,123.0,66.0,40.0,65.0,Symmetrical,Center,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3389,Optical,Front - minimal (54%),19000,1000,400,50,2,1
false,1,Gamesense MVP Wireless,123.0,66.0,40.0,75.0,Symmetrical,Center,Outward - slight,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3370,Optical,Front - minimal (54%),19000,1000,400,50,2,1
false,4,LAMZU Atlantis,123.0,66.0,38.0,55.0,Symmetrical,Back - moderate,Outward - slight,Inward - aggressive,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - moderate (58%),26000,1000,650,50,2,0
false,1,Microsoft Classic IntelliMouse,132.0,69.0,43.0,100.0,Ergonomic,Center,Outward - aggressive,Flat,Right,No,No,Plastic,Wired,PixArt PAW3808(EK),Optical,Front - minimal (55%),3200,1000,-,-,2,0
false,2,Microsoft Pro IntelliMouse,132.0,69.0,43.0,109.0,Ergonomic,Center,Outward - aggressive,Flat,Right,No,No,Plastic,Wired,PixArt PMW3389,Optical,Front - minimal (55%),16000,1000,400,50,2,0
false,3,Fnatic Bolt,120.9,63.0,38.5,67.0,Symmetrical,Back - moderate,Outward - moderate,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3370,Optical,Centered (52%),19000,1000,400,50,2,1
false,3,Razer DeathAdder V3 Pro,128.0,68.0,44.0,63.0,Ergonomic,Center,Outward - slight,Inward,Right,No,No,Plastic,Wireless,Razer Focus Pro 30K,Optical,Centered (51%),30000,8000,750,70,2,0
false,2,G-Wolves HTS,113.0,61.0,40.0,49.0,Symmetrical,Back - minimal,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3389,Optical,Centered (52%),16000,1000,400,50,2,1
false,1,G-Wolves HTS Wireless,113.0,61.0,40.0,58.0,Symmetrical,Back - minimal,Outward - slight,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3370,Optical,Centered (52%),19000,1000,400,50,2,1
false,,Zaunkoenig M2K,79.0,60.0,29.0,24.0,Symmetrical,Back - aggressive,Outward - slight,Flat,Ambidextrous,No,No,Carbon fiber,Wired,PixArt PMW3360,Optical,Back - moderate (43%),12000,8000,250,50,0,0
false,2,G-Wolves HSK,82.0,58.0,35.0,38.0,Symmetrical,Back - aggressive,Outward - slight,Flat,Ambidextrous,No,No,Plastic,Wired,PixArt PMW3389,Optical,Back - moderate (42%),16000,1000,400,50,0,0
false,3,G-Wolves HSK Plus,89.0,58.5,36.0,38.0,Symmetrical,Back - aggressive,Outward - slight,Flat,Right,No,No,Plastic,Wireless,PixArt PAW3370,Optical,Centered (51%),19000,1000,400,50,2,0
false,3,G-Wolves HTS Plus,117.0,61.0,40.0,48.0,Symmetrical,Back - minimal,Outward - slight,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3370,Optical,Front - moderate (58%),19000,1000,400,50,2,1
false,4,Fantech Aria XD7,113.5,65.0,38.3,59.0,Symmetrical,Back - minimal,Inward - moderate,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - minimal (54%),26000,1000,650,50,2,0
false,3,Pulsar X2 Mini Wireless,116.0,61.0,37.0,52.0,Symmetrical,Back - moderate,Flat,Flat,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - minimal (55%),26000,1000,650,50,2,0
false,3,Pulsar X2 Wireless,120.0,63.0,38.0,56.0,Symmetrical,Back - moderate,Flat,Flat,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - minimal (55%),26000,1000,650,50,2,0
false,2,Zowie ZA13-C,121.7,62.8,40.2,65.0,Symmetrical,Back - aggressive,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3360,Optical,Front - moderate (56%),3200,1000,250,50,2,0
false,4,Glorious Model O- Wireless,120.0,63.0,36.0,65.0,Symmetrical,Center,Outward - slight,Inward,Right,No,No,Plastic,Wireless,Glorious BAMF,Optical,Front - minimal (55%),19000,1000,400,50,2,0
false,,VAXEE XE,124.0,66.0,38.7,67.0,Symmetrical,Center,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3389,Optical,Front - minimal (53%),3200,1000,400,50,2,1
false,1,Logitech G303 Daedalus Apex,115.0,65.0,37.0,88.0,Symmetrical,Back - moderate,Inward - aggressive,Inward - aggressive,Right,No,No,Plastic,Wired,PixArt PMW3366,Optical,Centered (49%),12000,1000,400,40,2,1
false,1,Logitech G3,115.0,63.0,38.0,88.0,Symmetrical,Back - minimal,Inward - slight,Flat,Ambidextrous,No,No,Plastic,Wired,Avago S6006,Laser,Centered (47%),2000,500,65,20,1,1
false,1,Logitech MX518,131.0,73.0,43.0,106.0,Ergonomic,Center,Outward - slight,Inward,Right,Yes,No,Plastic,Wired,Avago ADNS-3080,Optical,Centered (51%),1600,125,40,15,2,3
false,1,Logitech G400,131.0,73.0,43.0,108.0,Ergonomic,Center,Outward - slight,Inward,Right,Yes,No,Plastic,Wired,Avago ADNS-3095,Optical,Centered (51%),3600,1000,60,20,2,3
false,1,Logitech G400s,131.0,73.0,43.0,109.0,Ergonomic,Center,Outward - slight,Inward,Right,Yes,No,Plastic,Wired,Avago ADNS-3095,Optical,Centered (51%),4000,1000,60,20,2,3
false,2,Logitech G MX518,131.0,73.0,43.0,101.0,Ergonomic,Center,Outward - slight,Inward,Right,Yes,No,Plastic,Wired,Logitech HERO 25K,Optical,Centered (51%),25600,1000,400,40,2,3
false,2,Dream Machines DM1 FPS,126.0,68.0,39.0,83.0,Symmetrical,Back - minimal,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3389,Optical,Centered (52%),16000,1000,400,50,2,1
false,1,Dream Machines DM2 Comfy S,131.0,85.0,39.0,94.0,Ergonomic,Center,Flat,Flat,Right,Yes,Yes,Plastic,Wired,PixArt PMW3360,Optical,Back - aggressive (39%),12000,1000,250,50,2,2
false,1,Dream Machines DM4 Evo,126.0,66.0,40.0,97.0,Ergonomic,Center,Outward - moderate,Inward,Right,No,No,Plastic,Wired,PixArt PMW3389,Optical,Centered (50%),16000,1000,400,50,2,2
false,,Endgame Gear XM2w,122.0,66.0,38.5,63.0,Symmetrical,Back - moderate,Outward - slight,Inward - aggressive,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - moderate (56%),26000,1000,650,50,2,0
false,1,Dream Machines DM4 Evo S,126.0,66.0,40.0,97.0,Ergonomic,Center,Outward - moderate,Inward,Right,No,No,Plastic,Wired,PixArt PAW3370,Optical,Centered (50%),19000,1000,400,50,2,2
false,1,Dream Machines DM5 Blink,125.0,66.0,42.0,95.0,Ergonomic,Center,Flat,Inward,Right,Yes,No,Plastic,Wired,PixArt PMW3389,Optical,Back - minimal (45%),16000,1000,400,50,3,2
false,1,Dream Machines DM6 Holey S,129.0,66.0,40.0,69.0,Ergonomic,Center,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3389,Optical,Centered (52%),16000,1000,400,50,2,1
false,1,Dream Machines DM6 Holey,129.0,66.0,40.0,69.0,Ergonomic,Center,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3360,Optical,Centered (52%),12000,1000,250,50,2,1
false,,Dream Machines DM6 Duo,129.0,66.0,40.0,79.0,Ergonomic,Center,Outward - slight,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3335,Optical,Centered (52%),16000,1000,400,40,2,1
