false,,Name,Length (mm),Width (mm),Height (mm),Weight (g),Shape,Hump placement,Front flare,Side curvature,Hand compatibility,Thumb rest,Ring finger rest,Material,Connectivity,Sensor,Sensor technology,Sensor position,DPI,Polling rate,Tracking speed (IPS),Acceleration (G),Side buttons,Middle buttons
false,3,Turtle Beach Burst II Air,122.2,67.3,39.2,47.0,Symmetrical,Back - minimal,Flat,Flat,Right,No,No,Plastic,Wireless,ROCCAT Owl-Eye,Optical,Front - minimal (53%),26000,1000,650,50,2,0
false,5,Turtle Beach Pure Air,121.1,69.3,38.3,54.0,Ergonomic,Center,Flat,Inward,Right,Yes,No,Plastic,Wireless,PixArt PAW3395,Optical,-,26000,1000,650,50,2,0
false,6,Turtle Beach Pure SEL,121.1,69.3,38.3,49.0,Ergonomic,Center,Flat,Inward,Right,Yes,No,Plastic,Wired,PixArt PAW3318,Optical,-,8000,1000,200,30,2,0
false,1,Santali S1-O,125.0,65.0,39.0,49.0,Symmetrical,Back - moderate,Outward - slight,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Centered (51%),26000,8000,650,50,2,0
false,2,Hitscan Hyperlight,118.0,61.0,38.0,39.0,Symmetrical,Back - minimal,Outward - moderate,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - moderate (58%),26000,8000,650,50,2,0
false,6,WLmouse Beast X 8K,122.0,62.0,37.0,39.0,Symmetrical,Center,Outward - moderate,Inward,Right,No,No,Magnesium (metal),Wireless,PixArt PAW3395,Optical,Centered (52%),26000,8000,650,50,2,0
false,,cOoLm0Dz finalt1p,98.9,62.7,35.2,20.0,Symmetrical,Back - aggressive,Outward - slight,Flat,Ambidextrous,No,No,Plastic,Wired,PixArt PAW3399,Optical,Front - moderate (56%),20000,8000,650,50,0,0
false,3,G-Wolves HTR 8K,92.0,57.0,35.0,26.0,Symmetrical,Back - aggressive,Inward - slight,Flat,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - minimal (55%),26000,8000,650,50,2,0
false,3,Glorious Model O,128.0,66.0,38.0,67.0,Symmetrical,Center,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3360,Optical,Front - minimal (55%),12000,1000,250,50,2,1
false,1,ASUS TUF Gaming M3 Gen II,123.0,68.0,40.0,59.0,Ergonomic,Back - minimal,Outward - moderate,Flat,Right,No,No,Plastic,Wired,PixArt PAW3318,Optical,Centered (51%),8000,1000,200,30,2,1
false,2,ASUS TUF Gaming M3,118.2,68.0,40.0,84.0,Ergonomic,Back - minimal,Outward - moderate,Flat,Right,No,No,Plastic,Wired,PixArt PMW3325,Optical,Front - moderate (56%),7000,1000,100,20,2,2
false,3,Logitech Lift Vertical,108.0,70.0,71.0,125.0,Ergonomic,Back - moderate,Inward - aggressive,Outward - aggressive,Right,Yes,No,Plastic,Wireless,-,-,Front - moderate (57%),4000,125,-,-,2,1
false,3,Logitech MX Vertical,120.0,75.5,79.0,135.0,Ergonomic,Back - moderate,Inward - aggressive,Outward - aggressive,Right,Yes,No,Plastic,Wireless,-,-,Front - minimal (55%),4000,125,-,-,2,1
false,4,Delux M900 Pro,126.6,69.0,41.8,63.0,Ergonomic,Center,Outward - moderate,Inward,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - moderate (58%),26000,8000,650,50,2,0
false,3,Logitech G102 Lightsync,116.6,62.2,38.2,85.0,Symmetrical,Back - moderate,Inward - moderate,Flat,Right,No,No,Plastic,Wired,PixArt 1855,Optical,Centered (52%),8000,1000,-,-,2,1
false,3,Logitech G705,105.8,68.1,39.4,85.0,Ergonomic,Back - moderate,Inward - moderate,Inward,Right,Yes,No,Plastic,Wireless,-,-,-,8200,1000,-,-,2,1
false,1,RAWM SA-ML01 Plus,127.2,66.0,38.5,70.0,Symmetrical,Back - minimal,Outward - moderate,Inward,Right,No,No,Magnesium (metal),Wireless,PixArt PAW3395,Optical,Front - moderate (58%),26000,4000,650,50,2,1
false,2,RAWM SA-ML01,127.2,66.0,38.5,65.0,Symmetrical,Back - minimal,Outward - moderate,Inward,Right,No,No,Magnesium (metal),Wireless,PixArt PAW3395,Optical,Front - moderate (58%),26000,4000,650,50,2,1
false,4,Glorious Model O-,120.0,63.0,36.0,58.0,Symmetrical,Center,Outward - slight,Inward,Right,No,No,Plastic,Wired,PixArt PMW3360,Optical,Front - minimal (55%),12000,1000,250,50,2,1
false,6,MCHOSE A5 Ultra,121.6,61.5,37.7,59.0,Symmetrical,Center,Outward - slight,Flat,Right,No,No,Plastic,Wireless,PixArt PAW3395,Optical,Front - moderate (56%),26000,8000,650,50,2,0
false,1,A4Tech XL-750BK,124.0,65.0,40.0,101.0,Ergonomic,Center,Flat,Inward - aggressive,Right,No,No,Plastic,Wired,-,-,Back - moderate (40%),3600,1000,-,-,2,2
false,,A4Tech XL-750BH,124.0,65.0,40.0,101.0,Ergonomic,Center,Flat,Inward - aggressive,Right,No,No,Plastic,Wired,-,-,Back - moderate (40%),3600,1000,-,-,2,2
false,3,Corsair Ironclaw RGB Wireless,130.0,80.0,45.0,133.0,Ergonomic,Center,Flat,Outward,Right,Yes,No,Plastic,Wireless,PixArt PMW3391,Optical,Front - moderate (56%),18000,1000,400,40,3,2
false,2,Corsair Ironclaw RGB,130.0,80.0,45.0,105.0,Ergonomic,Center,Flat,Outward,Right,Yes,No,Plastic,Wired,PixArt PMW3391,Optical,Front - moderate (56%),18000,1000,400,40,3,2
